codigo,nivel,codigo_padre,descripcion,unidad_medida,plantilla,activa,origen
06000000,4,,ESTRUCTURA,,EDIFICACION,true,MAESTRO
06002000,5,06000000,VIGAS Y VIGUETAS,,EDIFICACION,true,MAESTRO
06002001,8,06002000,VIGAS ESTRUCTURALES,,EDIFICACION,true,MAESTRO
06002001.1001,10,06002001,EST VIGA CANAL,ML,EDIFICACION,true,MAESTRO
06002001.1002,10,06002001,EST VIGA AMARRE BUITRON,ML,EDIFICACION,true,MAESTRO
06002001.1003,10,06002001,EST DINTEL DESCOLGADO,ML,EDIFICACION,true,MAESTRO
06002001.1004,10,06002001,EST VIGA DESCOLGADA/ REALZADA,ML,EDIFICACION,true,MAESTRO
06002001.1005,10,06002001,EST VIGA AEREA,ML,EDIFICACION,true,MAESTRO
06003000,5,06000000,MUROS Y PLACAS CONCRETO,,EDIFICACION,true,MAESTRO
06003004,8,06003000,MURO MANO-PORTABLE,,EDIFICACION,true,MAESTRO
06003004.1001,10,06003004,EST METALEX MURO SUELTO,M2,EDIFICACION,true,MAESTRO
06003004.1002,10,06003004,ANTEPECHO CONCRETO,M2,EDIFICACION,true,MAESTRO
06003004.1003,10,06003004,DILATACION ENTEPECHO - PLACA,ML,EDIFICACION,true,MAESTRO
06003006,8,06003000,PLACA INDUSTRIALIZADO,,EDIFICACION,true,MAESTRO
06003006.1001,10,06003006,OUTINORD PLACA,M2,EDIFICACION,true,MAESTRO
06003006.1002,10,06003006,METALEX PLACA,M2,EDIFICACION,true,MAESTRO
06003006.1003,10,06003006,FORMALETA CHINA PLACA,M2,EDIFICACION,true,MAESTRO
06003006.1004,10,06003006,EST ESMALTADA DE PLACAS VIS,M2,EDIFICACION,true,MAESTRO
06003006.1005,10,06003006,EST MODULACION OUTINORD AYUD,UN,EDIFICACION,true,MAESTRO
06003006.1006,10,06003006,EST MODULACION OUTINORD OFICI,UN,EDIFICACION,true,MAESTRO
06003006.1007,10,06003006,SUBIDA VERT SIN TORRE GRUA,M2,EDIFICACION,true,MAESTRO
06003006.1008,10,06003006,EST ADIC Z.HECHIZAS OUTINORD,M2,EDIFICACION,true,MAESTRO
06003006.1009,10,06003006,EST P1 ARRQUE MURO PLACA OUTIN,M2,EDIFICACION,true,MAESTRO
06003006.1010,10,06003006,EST P1 ARRQE MURO PLACA METALX,M2,EDIFICACION,true,MAESTRO
06003006.1011,10,06003006,EST MODULACION FORMALETA,M2,EDIFICACION,true,MAESTRO
06003006.1012,10,06003006,EST MUROS CONCRETO SIST.IND,M2,EDIFICACION,true,MAESTRO
06003006.1013,10,06003006,EST VIS APTO RESANE MUROS,M2,EDIFICACION,true,MAESTRO
06003006.1014,10,06003006,EST DADOS ARRANQUE MUROS,ML,EDIFICACION,true,MAESTRO
06003007,8,06003000,PANTALLAS EN CONCRETO,,EDIFICACION,true,MAESTRO
06003007.1005,10,06003007,EST MURO ARMADO 2CARAS,M3,EDIFICACION,true,MAESTRO
06003007.1006,10,06003007,EST  DADOS PANT ANCLADA,UN,EDIFICACION,true,MAESTRO
06003007.1007,10,06003007,EST ANCLAJE PANTALLA,ML,EDIFICACION,true,MAESTRO
06003007.1008,10,06003007,EST PLATINAS TC,UN,EDIFICACION,true,MAESTRO
06003007.1009,10,06003007,EST DREN PENETRACION,ML,EDIFICACION,true,MAESTRO
06003007.1010,10,06003007,EST  PISC/TANQUE MURO ARM 2C,M3,EDIFICACION,true,MAESTRO
06003007.1011,10,06003007,EST  PISC/TANQUE CINTA PVC,ML,EDIFICACION,true,MAESTRO
06003007.1012,10,06003007,EST MURO TIE BACK,M3,EDIFICACION,true,MAESTRO
06003007.1013,10,06003007,EST TIE BACK VIGA CORONA,ML,EDIFICACION,true,MAESTRO
06003008,8,06003000,PLACA MACIZA PORTABLE,,EDIFICACION,true,MAESTRO
06003008.1301,10,06003008,EST PLACA MACIZA,M2,EDIFICACION,true,MAESTRO
06003008.1303,10,06003008,EST PLACA MAC+VIGA DESCOLGADA,M2,EDIFICACION,true,MAESTRO
06003008.1304,10,06003008,EST PLACA FONDO PISC/TANQUE,M2,EDIFICACION,true,MAESTRO
06003009,8,06003000,PLACA ALIGERADA,,EDIFICACION,true,MAESTRO
06003009.1011,10,06003009,EST PLACA ALIG-CASETON PERDIDO,M2,EDIFICACION,true,MAESTRO
06003009.1012,10,06003009,EST PLACA ALIG+VIGA DESCOLGADA,M2,EDIFICACION,true,MAESTRO
06003010,8,06003000,PLACA LAMINA COLABORAN,,EDIFICACION,true,MAESTRO
06003010.1007,10,06003010,EST PLACA STEEL DECK,M2,EDIFICACION,true,MAESTRO
06003010.1008,10,06003010,EST PLACA PINTURA PERLINES,ML,EDIFICACION,true,MAESTRO
06003012,8,06003000,MESON EN CONCRETO,,EDIFICACION,true,MAESTRO
06003012.1001,10,06003012,EST MESON EN CONCRETO ML,ML,EDIFICACION,true,MAESTRO
06003014,8,06003000,PLACA TANQUE,,EDIFICACION,true,MAESTRO
06003014.1304,10,06003014,EST PLACA AEREA MCZA TANQ ELEV,M2,EDIFICACION,true,MAESTRO
06003015,8,06003000,ESTRUCTURA CTO MAQUINA,,EDIFICACION,true,MAESTRO
06003015.1201,10,06003015,EST MUROS CUARTO MAQUINAS,M2,EDIFICACION,true,MAESTRO
06003015.1202,10,06003015,EST PLACAS CUARTO MAQUINAS,M2,EDIFICACION,true,MAESTRO
06003015.1203,10,06003015,EST PLACA MACIZA ESCALERAS,M2,EDIFICACION,true,MAESTRO
06003015.1204,10,06003015,EST PLACA MACIZA HELIPUERTO,M2,EDIFICACION,true,MAESTRO
06003015.1205,10,06003015,EST MURO PLACA,M2,EDIFICACION,true,MAESTRO
06003018,8,06003000,ACABADO ESTRUCTURA,,EDIFICACION,true,MAESTRO
06003018.1001,10,06003018,EST RESANE FACHADA/CULATA,M2,EDIFICACION,true,MAESTRO
06003018.1002,10,06003018,EST PFIJO RESANE FOSO ASC,M2,EDIFICACION,true,MAESTRO
06003020,8,06003000,MURO CONCRETO NO ESTR.,,EDIFICACION,true,MAESTRO
06003020.1601,10,06003020,EST MUROS NO ESTRUC CONCRETO,M2,EDIFICACION,true,MAESTRO
06003021,8,06003000,RAMPAS VEHICULARES,,EDIFICACION,true,MAESTRO
06003021.1005,10,06003021,EST PQ RAMPA VEHICULAR,M2,EDIFICACION,true,MAESTRO
06003996,8,06003000,COMIDAS Y TRANSPORTES,,EDIFICACION,true,MAESTRO
06003996.1001,10,06003996,EST ACTIV VARIAS COMIDAS,UN,EDIFICACION,true,MAESTRO
06003996.1002,10,06003996,EST ACT VARIAS TRANSP,UN,EDIFICACION,true,MAESTRO
06003999,8,06003000,ACTIVIDADES VARIAS,,EDIFICACION,true,MAESTRO
06003999.1001,10,06003999,EST ACTIVIDADES VARIAS AY,UN,EDIFICACION,true,MAESTRO
06003999.1002,10,06003999,EST ACTIVIDADES VARIAS OF,UN,EDIFICACION,true,MAESTRO
06004000,5,06000000,COLUMNAS - PANTALLAS,,EDIFICACION,true,MAESTRO
06004001,8,06004000,COLUMNAS - PANTALLAS,,EDIFICACION,true,MAESTRO
06004001.1002,10,06004001,EST CONC PANTALLAS M3,M3,EDIFICACION,true,MAESTRO
06004001.1011,10,06004001,EST CONC COLUMNAS < 0.25 M2,M3,EDIFICACION,true,MAESTRO
06004001.1012,10,06004001,EST CONC COLUMNAS > 0.25 M2,M3,EDIFICACION,true,MAESTRO
06006000,5,06000000,DINTELES Y ALFAJIAS,,EDIFICACION,true,MAESTRO
06006002,8,06006000,DINTEL SOLO HIERRO,,EDIFICACION,true,MAESTRO
06006002.1002,10,06006002,DINTEL SOLO HIERRO,ML,EDIFICACION,true,MAESTRO
06007000,5,06000000,ESCALERAS,,EDIFICACION,true,MAESTRO
06007003,8,06007000,ESCALERA PUNTO FIJO,,EDIFICACION,true,MAESTRO
06007003.1101,10,06007003,EST ESCALERA CONCRETO M2,M2,EDIFICACION,true,MAESTRO
06007003.1102,10,06007003,EST ESCALERA PULIDA,UN,EDIFICACION,true,MAESTRO
06008000,5,06000000,ESTRUCTURA FOSO ASCENSOR,,EDIFICACION,true,MAESTRO
06008002,8,06008000,IMPERM FOSO ASCENSOR,,EDIFICACION,true,MAESTRO
06008002.1001,10,06008002,EST IMPERMABILIZ F. ASCENSOR,M2,EDIFICACION,true,MAESTRO
06009000,5,06000000,FORMALETA ESTRUCTURA,,EDIFICACION,true,MAESTRO
06009001,8,06009000,FORMALETA GL,,EDIFICACION,true,MAESTRO
06009001.1001,10,06009001,EST FORMALETA,M2,EDIFICACION,true,MAESTRO
06009001.1002,10,06009001,EST FORMALETA TRANSPORTE,GL,EDIFICACION,true,MAESTRO
06009004,8,06009000,FORMALETA MANTENIMIEN,,EDIFICACION,true,MAESTRO
06009004.1001,10,06009004,MANTENIMIENTO FORMALETA,UN,EDIFICACION,true,MAESTRO
06010000,5,06000000,EQUIPOS ESTRUCTURA,,EDIFICACION,true,MAESTRO
06010001,8,06010000,EQUIPOS DE OBRA,,EDIFICACION,true,MAESTRO
06010001.1001,10,06010001,ALQUILER MALACATE ESTRUCTURA,MES,EDIFICACION,true,MAESTRO
06010001.1002,10,06010001,ALQUILER WINCHE DESCARG MALLA,HORA,EDIFICACION,true,MAESTRO
06010001.1003,10,06010001,ALQUILER BOMBA ESTACIONARIA,MES,EDIFICACION,true,MAESTRO
06010001.1006,10,06010001,ALQUILER DE EQUIPOS ESTRUCTURA,UN,EDIFICACION,true,MAESTRO
06010001.1007,10,06010001,TRANSPORTE DE EQUIPOS EST,GL,EDIFICACION,true,MAESTRO
06010002,8,06010000,OPERADORES EQUIPOS,,EDIFICACION,true,MAESTRO
06010002.1001,10,06010002,MALACATERO ESTRUCTURA MES,MES,EDIFICACION,true,MAESTRO
06010003,8,06010000,MANTENIMIENTO EQUIPOS,,EDIFICACION,true,MAESTRO
06010003.1001,10,06010003,MANTENIMIENTO EQUIPOS,UN,EDIFICACION,true,MAESTRO
06010003.1002,10,06010003,MANTENIMIENTO BOMBA ESTACIONAR,MES,EDIFICACION,true,MAESTRO
06011000,5,06000000,TORRE GRUA,,EDIFICACION,true,MAESTRO
06011001,8,06011000,TORRE GRUA GL,,EDIFICACION,true,MAESTRO
06011001.1001,10,06011001,TORRE GRUA TRASLADO A OBRA,UN,EDIFICACION,true,MAESTRO
06011001.1002,10,06011001,TORRE GRUA ALQUILER WINCHE,UN,EDIFICACION,true,MAESTRO
06011001.1003,10,06011001,TORRE GRUA ALQUILER PH MONTAJE,UN,EDIFICACION,true,MAESTRO
06011001.1004,10,06011001,TORRE GRUA M.OBRA MONTAJE,UN,EDIFICACION,true,MAESTRO
06011001.1005,10,06011001,TORRE GRUA ALQUILER MARVAL,MES,EDIFICACION,true,MAESTRO
06011001.1006,10,06011001,TORRE GRUA M.OBRA TELESCOPAJE,UN,EDIFICACION,true,MAESTRO
06011001.1007,10,06011001,TORRE GRUA ALQUIL. WINCHE TRAN,UN,EDIFICACION,true,MAESTRO
06011001.1008,10,06011001,TORRE GRUA ALQUILER PH DESMON.,UN,EDIFICACION,true,MAESTRO
06011001.1009,10,06011001,TORRE GRUA M.OBRA DESMONTE,UN,EDIFICACION,true,MAESTRO
07000000,4,,CUBIERTAS,,EDIFICACION,true,MAESTRO
07002000,5,07000000,CUBIERTAS FIBRO-CEMENTO,,EDIFICACION,true,MAESTRO
07002001,8,07002000,CUBIERTA FIBRO-CEMENTO,,EDIFICACION,true,MAESTRO
07002001.1001,10,07002001,CUBIERTA EN FIBROCEMENTO,M2,EDIFICACION,true,MAESTRO
07003000,5,07000000,CUBIERTAS ESPECIALES,,EDIFICACION,true,MAESTRO
07003001,8,07003000,CUBIERTA TERMOACUSTICA,,EDIFICACION,true,MAESTRO
07003001.1001,10,07003001,CUBIERTA EN POLICARONATO,M2,EDIFICACION,true,MAESTRO
07003001.1002,10,07003001,CUB EN POLICARONATO DOMO+EST,M2,EDIFICACION,true,MAESTRO
07003002,8,07003000,CUBIERTA TRASLUCIDA,,EDIFICACION,true,MAESTRO
07003002.1003,10,07003002,CUBIERTA EN TEJA PLASTICA M2,M2,EDIFICACION,true,MAESTRO
07003002.1004,10,07003002,CUBIERTA PATIO EST+TEJA M2,M2,EDIFICACION,true,MAESTRO
07003004,8,07003000,ESTR METALICA CUBIERTA,,EDIFICACION,true,MAESTRO
07003004.1001,10,07003004,CUB ESTR METALICA CUBIERTA,KG,EDIFICACION,true,MAESTRO
07003004.1002,10,07003004,CUB CANALETA METALICA,ML,EDIFICACION,true,MAESTRO
07003005,8,07003000,CUBIERTA METALICA,,EDIFICACION,true,MAESTRO
07003005.1001,10,07003005,CUBIERTA LAMINA METALICA,M2,EDIFICACION,true,MAESTRO
07003009,8,07003000,CUBIERTA VERDE,,EDIFICACION,true,MAESTRO
07003009.1001,10,07003009,CUB JARDINES SECOS,M2,EDIFICACION,true,MAESTRO
07003009.1002,10,07003009,CUB CUBIERTA VERDE,M2,EDIFICACION,true,MAESTRO
07004000,5,07000000,IMPERMEABILIZACIONES,,EDIFICACION,true,MAESTRO
07004001,8,07004000,MORTERO NIVELACION,,EDIFICACION,true,MAESTRO
07004001.1004,10,07004001,CUB AFINADO PLACA,M2,EDIFICACION,true,MAESTRO
07004001.1007,10,07004001,CUB MEDIA CAÑA,ML,EDIFICACION,true,MAESTRO
07004003,8,07004000,IMPERMEABILIZACION,,EDIFICACION,true,MAESTRO
07004003.1001,10,07004003,CUB IMPERMEABILIZACION,M2,EDIFICACION,true,MAESTRO
07005000,5,07000000,ACABADOS CUBIERTAS,,EDIFICACION,true,MAESTRO
07005008,8,07005000,PISOS CUBIERTAS,,EDIFICACION,true,MAESTRO
07005008.1002,10,07005008,PISO CUB EN GRAMA SINTECTICA,M2,EDIFICACION,true,MAESTRO
07005008.1301,10,07005008,PISO CUB EN TABLON,M2,EDIFICACION,true,MAESTRO
07005008.1302,10,07005008,PISO CUB GURADAESC EN TABLON,ML,EDIFICACION,true,MAESTRO
08000000,4,,CIELO RASOS,,EDIFICACION,true,MAESTRO
08001000,5,08000000,CIELOS RASOS,,EDIFICACION,true,MAESTRO
08001002,8,08001000,CIELO RASO DRY WALL,,EDIFICACION,true,MAESTRO
08001002.1002,10,08001002,CRASO DRYWALL Z.HUMEDA M2,M2,EDIFICACION,true,MAESTRO
08001002.1012,10,08001002,CRASO DRYWALL M2,M2,EDIFICACION,true,MAESTRO
08001002.1013,10,08001002,CRASO DRYWALL TAPA Z.HUMEDA,ML,EDIFICACION,true,MAESTRO
08001002.1014,10,08001002,CRASO DRYWALL TAPA,ML,EDIFICACION,true,MAESTRO
08001005,8,08001000,DILATACION FACH SUPERB,,EDIFICACION,true,MAESTRO
08001005.1401,10,08001005,DILATACION FLANCHE SBOARD M2,M2,EDIFICACION,true,MAESTRO
08001005.1402,10,08001005,DILATACION FLANCHE SBOARD ML,ML,EDIFICACION,true,MAESTRO
08002000,5,08000000,CIELOS RASOS PFIJO,,EDIFICACION,true,MAESTRO
08002002,8,08002000,CIELO RASO DRY WALL,,EDIFICACION,true,MAESTRO
08002002.1102,10,08002002,CRASO PFIJO DRYWALL M2,M2,EDIFICACION,true,MAESTRO
08002002.1103,10,08002002,CRASO PFIJO DRYWALL Z. HUMEDA,M2,EDIFICACION,true,MAESTRO
08002002.1104,10,08002002,CRASO PFIJO DRYWALL  TAPA Z.HUMEDA,ML,EDIFICACION,true,MAESTRO
08002002.1105,10,08002002,CRASO PFIJO DRYWALL  TAPA,ML,EDIFICACION,true,MAESTRO
09000000,4,,PISOS,,EDIFICACION,true,MAESTRO
09001000,5,09000000,PISOS EN CONCRETO,,EDIFICACION,true,MAESTRO
09001007,8,09001000,REQUEMADA PISO,,EDIFICACION,true,MAESTRO
09001007.1001,10,09001007,REQUEMADA INC DILATACIONES,M2,EDIFICACION,true,MAESTRO
09002000,5,09000000,MORTEROS,,EDIFICACION,true,MAESTRO
09002001,8,09002000,MORTERO AFINADO,,EDIFICACION,true,MAESTRO
09002001.1002,10,09002001,AFINADO M2,M2,EDIFICACION,true,MAESTRO
09002001.1003,10,09002001,Z.HUMEDAS AFINADO IMPERM,M2,EDIFICACION,true,MAESTRO
09002001.1005,10,09002001,REALCE,ML,EDIFICACION,true,MAESTRO
09002001.1006,10,09002001,BORDILLO  ML,ML,EDIFICACION,true,MAESTRO
09002001.1007,10,09002001,AFINADO TRASCIEGO MAT,M2,EDIFICACION,true,MAESTRO
09003000,5,09000000,MORTEROS PUNTO FIJO/CMAQ,,EDIFICACION,true,MAESTRO
09003001,8,09003000,MORTERO AFINADO,,EDIFICACION,true,MAESTRO
09003001.1102,10,09003001,PISO PFIJO AFINADO,M2,EDIFICACION,true,MAESTRO
09003001.1103,10,09003001,ESCAL PFIJO AFINADO PASO,UN,EDIFICACION,true,MAESTRO
09003001.1104,10,09003001,ESCAL PFIJO AFINADO DESCANSO,M2,EDIFICACION,true,MAESTRO
09003001.1105,10,09003001,PISO PFIJO REALCE ML,ML,EDIFICACION,true,MAESTRO
09003001.1106,10,09003001,PTO FIJO BORDILLO ML,ML,EDIFICACION,true,MAESTRO
09003001.1107,10,09003001,TRASCIEGO MAT. AFINADO PFIJO,M2,EDIFICACION,true,MAESTRO
09006000,5,09000000,PISOS,,EDIFICACION,true,MAESTRO
09006006,8,09006000,PISO EN CERAMICA,,EDIFICACION,true,MAESTRO
09006006.1001,10,09006006,PISO  TABLON M2,M2,EDIFICACION,true,MAESTRO
09006006.1002,10,09006006,PISO GUARDAESC TABLON,ML,EDIFICACION,true,MAESTRO
09006006.1003,10,09006006,PISO  REBRECHADA TABLON,M2,EDIFICACION,true,MAESTRO
09006006.1005,10,09006006,PISO TABLETA M2,M2,EDIFICACION,true,MAESTRO
09006006.1006,10,09006006,PISO GUARDAESC TABLETA,ML,EDIFICACION,true,MAESTRO
09006006.1007,10,09006006,PISO  REBRECHADA TABLETA,M2,EDIFICACION,true,MAESTRO
09006006.1008,10,09006006,PISO CERAMICA M2,M2,EDIFICACION,true,MAESTRO
09006006.1009,10,09006006,PISO CERAM BAÑO AUX PISO M2,M2,EDIFICACION,true,MAESTRO
09006006.1010,10,09006006,PISO CERAM BAÑO PPAL PISO M2,M2,EDIFICACION,true,MAESTRO
09006006.1011,10,09006006,PISO CERAM BAÑO SOCIAL PISO M2,M2,EDIFICACION,true,MAESTRO
09006006.1012,10,09006006,PISO CERAM BAÑO SERVIC PISO M2,M2,EDIFICACION,true,MAESTRO
09006006.1013,10,09006006,PISO GUARDAESCOBA CERAMICA,ML,EDIFICACION,true,MAESTRO
09006006.1014,10,09006006,PISO GUARDAESCOBA CERAM WC AUX,ML,EDIFICACION,true,MAESTRO
09006006.1015,10,09006006,PISO GUARDAESCOBA CERAM WC PPL,ML,EDIFICACION,true,MAESTRO
09006006.1016,10,09006006,PISO GUARDAESCOBA CERAM WC SOC,ML,EDIFICACION,true,MAESTRO
09006006.1017,10,09006006,PISO GUARDAESCOBA CERAM WC SER,ML,EDIFICACION,true,MAESTRO
09006006.1018,10,09006006,PISO BORD DUCHA CERM WC AUX,ML,EDIFICACION,true,MAESTRO
09006006.1019,10,09006006,PISO BORD DUCHA CERM WC PPAL,ML,EDIFICACION,true,MAESTRO
09006006.1020,10,09006006,PISO BORD DUCHA CERM WC SERV,ML,EDIFICACION,true,MAESTRO
09006006.1021,10,09006006,PISO BORDILLO PTAVENT CERAM ML,ML,EDIFICACION,true,MAESTRO
09006006.1022,10,09006006,PISO CERAM TERRAZA M2,M2,EDIFICACION,true,MAESTRO
09006006.1023,10,09006006,PISO GUARDAESCOB CERAM TERRAZA,ML,EDIFICACION,true,MAESTRO
09006006.1024,10,09006006,PISO BORDILLO COCRETO BALCON,ML,EDIFICACION,true,MAESTRO
09006006.1025,10,09006006,PISO  REBRECHADA CERAMICA,M2,EDIFICACION,true,MAESTRO
09006006.1026,10,09006006,PISO CERAMICA CTO ASEO M2,M2,EDIFICACION,true,MAESTRO
09006006.1027,10,09006006,PISO PORCELANATO M2,M2,EDIFICACION,true,MAESTRO
09006006.1028,10,09006006,PISO PORCELANATO BAÑO PPAL M2,M2,EDIFICACION,true,MAESTRO
09006006.1029,10,09006006,PISO PORCELANATO BAÑO AUX M2,M2,EDIFICACION,true,MAESTRO
09006006.1030,10,09006006,PISO PORCELANATO BAÑO SOCI M2,M2,EDIFICACION,true,MAESTRO
09006006.1031,10,09006006,PISO PORCELANATO BAÑO SERV M2,M2,EDIFICACION,true,MAESTRO
09006006.1032,10,09006006,PISO PORCEL DUCHA BAÑO PPAL M2,M2,EDIFICACION,true,MAESTRO
09006006.1033,10,09006006,PISO PORCEL DUCHA BAÑO AUX M2,M2,EDIFICACION,true,MAESTRO
09006006.1034,10,09006006,PISO PORCEL DUCHA BAÑO SERV M2,M2,EDIFICACION,true,MAESTRO
09006006.1035,10,09006006,PISO PORCELANATO TERRAZA M2,M2,EDIFICACION,true,MAESTRO
09006006.1036,10,09006006,PISO GUARDAESCOBA PORCELANATO,ML,EDIFICACION,true,MAESTRO
09006006.1037,10,09006006,PISO GUARDAESCOBA PORCE WC SOC,ML,EDIFICACION,true,MAESTRO
09006006.1038,10,09006006,PISO GUARDAESCOBA PORCE WC PPL,ML,EDIFICACION,true,MAESTRO
09006006.1039,10,09006006,PISO GUARDAESCOBA PORCE WC AUX,ML,EDIFICACION,true,MAESTRO
09006006.1040,10,09006006,PISO BORD DUCHA PORCE WC AUX,ML,EDIFICACION,true,MAESTRO
09006006.1041,10,09006006,PISO BORD DUCHA PORCE WC PPAL,ML,EDIFICACION,true,MAESTRO
09006006.1042,10,09006006,PISO BORD DUCHA PORCE WC SERVI,ML,EDIFICACION,true,MAESTRO
09006006.1043,10,09006006,PISO BORDILLO PTAVENT PORCE ML,ML,EDIFICACION,true,MAESTRO
09006006.1044,10,09006006,PISO GUARDAESCOB PORC  TERRAZA,ML,EDIFICACION,true,MAESTRO
09006006.1045,10,09006006,PISO  REBRECHADA PORCELANATO,M2,EDIFICACION,true,MAESTRO
09006006.1046,10,09006006,ALQUILER MALACATE PISOS-ENCHA,MES,EDIFICACION,true,MAESTRO
09006006.1047,10,09006006,MALACATERO PISOS-ENCHA MES,MES,EDIFICACION,true,MAESTRO
09006006.1048,10,09006006,PISOS TRASCIEGO MATERIAL,M2,EDIFICACION,true,MAESTRO
09006006.1049,10,09006006,PISOS SUBIDA DE MATERIAL,UN,EDIFICACION,true,MAESTRO
09006017,8,09006000,TOPELLANTAS,,EDIFICACION,true,MAESTRO
09006017.1001,10,09006017,SUM INST TOPELLANTAS,UN,EDIFICACION,true,MAESTRO
09006999,8,09006000,ACTIVIDADES VARIAS,,EDIFICACION,true,MAESTRO
09006999.1001,10,09006999,PISOS ACTIVIDADES VARIAS AY,M2,EDIFICACION,true,MAESTRO
09006999.1002,10,09006999,PISOS ACTIVIDADES VARIAS OF,M2,EDIFICACION,true,MAESTRO
09007000,5,09000000,PISOS PUNTO FIJO/CMAQ,,EDIFICACION,true,MAESTRO
09007006,8,09007000,PISO EN CERAMICA,,EDIFICACION,true,MAESTRO
09007006.1101,10,09007006,PISOS PFIJO TABLON M2,M2,EDIFICACION,true,MAESTRO
09007006.1102,10,09007006,PISOS PFIJO GUARD TABLON ML,ML,EDIFICACION,true,MAESTRO
09007006.1103,10,09007006,PISO PFIJO  REBRECHADA TABLON,M2,EDIFICACION,true,MAESTRO
09007006.1104,10,09007006,PISOS PFIJO TABLETA M2,M2,EDIFICACION,true,MAESTRO
09007006.1105,10,09007006,PISOS PFIJO GUARD TABLETA ML,ML,EDIFICACION,true,MAESTRO
09007006.1106,10,09007006,PISO PFIJO  REBRECHADA TABLETA,M2,EDIFICACION,true,MAESTRO
09007006.1107,10,09007006,PISO PFIJO CERAMICA M2,M2,EDIFICACION,true,MAESTRO
09007006.1108,10,09007006,PISO PFIJO CERAMIC LAVATRAP M2,M2,EDIFICACION,true,MAESTRO
09007006.1109,10,09007006,PISO PFIJO GUARDAESCOBA CERAM,ML,EDIFICACION,true,MAESTRO
09007006.1110,10,09007006,PISO PFIJO BORDILLO CONCRETO,ML,EDIFICACION,true,MAESTRO
09007006.1111,10,09007006,PISO PFIJO  REBRECHADA CERAMIC,M2,EDIFICACION,true,MAESTRO
09007006.1112,10,09007006,PISO PFIJO PORCELANATO M2,M2,EDIFICACION,true,MAESTRO
09007006.1113,10,09007006,PISO PFIJO GUARD PORCELANATO,ML,EDIFICACION,true,MAESTRO
09007006.1114,10,09007006,PISO PFIJO  REBRECHADA PORCEL,M2,EDIFICACION,true,MAESTRO
09007006.1115,10,09007006,PISO ESCAL PASO CERAMICA,UN,EDIFICACION,true,MAESTRO
09007006.1116,10,09007006,PISO ESCAL DESCANSO CERAMICA,M2,EDIFICACION,true,MAESTRO
09007006.1117,10,09007006,PISO ESCAL GUARDAES CERAMICA,ML,EDIFICACION,true,MAESTRO
09007006.1118,10,09007006,PISO ESCAL PASO TABLETA,UN,EDIFICACION,true,MAESTRO
09007006.1119,10,09007006,PISO ESCAL DESCANSO TABLETA,M2,EDIFICACION,true,MAESTRO
09007006.1120,10,09007006,PISO ESCAL GUARDAESC TABLETA,ML,EDIFICACION,true,MAESTRO
09007006.1121,10,09007006,PISO ESCAL PASO TABLON,UN,EDIFICACION,true,MAESTRO
09007006.1122,10,09007006,PISO ESCAL DESCANSO TABLON,M2,EDIFICACION,true,MAESTRO
09007006.1123,10,09007006,PISO ESCAL GUARDAESC TABLON,ML,EDIFICACION,true,MAESTRO
09007006.1124,10,09007006,PISOS PFIJO TRASCIEGO MATER M2,M2,EDIFICACION,true,MAESTRO
09007006.1125,10,09007006,PISOS PFIJO SUBIDA MATERIAL,UN,EDIFICACION,true,MAESTRO
09010000,5,09000000,GRAVILLA-TABLETA-ADOQUIN,,EDIFICACION,true,MAESTRO
09010001,8,09010000,PISO EN GRAVILLA,,EDIFICACION,true,MAESTRO
09010001.1001,10,09010001,PISO PFIJO CENEFA GRAVILLA,ML,EDIFICACION,true,MAESTRO
09010001.1002,10,09010001,PISO GRAVILLA M2,M2,EDIFICACION,true,MAESTRO
09010001.1003,10,09010001,PISO GRAVILLA ML,ML,EDIFICACION,true,MAESTRO
09011000,5,09000000,PISOS ESPECIALES,,EDIFICACION,true,MAESTRO
09011001,8,09011000,PISO EN ALFOMBRA,,EDIFICACION,true,MAESTRO
09011001.1001,10,09011001,PISO ALFOMBRA,M2,EDIFICACION,true,MAESTRO
09011001.1002,10,09011001,PISO LAMINADO,M2,EDIFICACION,true,MAESTRO
09011001.1003,10,09011001,PISO GUARDAESCOBA MADERA,ML,EDIFICACION,true,MAESTRO
09011001.1004,10,09011001,PISO PIRLAN MADERA,ML,EDIFICACION,true,MAESTRO
09011001.1005,10,09011001,PISO GRANITO,M2,EDIFICACION,true,MAESTRO
09011001.1006,10,09011001,PISO PIRLAN GRANITO,ML,EDIFICACION,true,MAESTRO
09011001.1007,10,09011001,PISO GUARDAESCOBA GRANITO,ML,EDIFICACION,true,MAESTRO
09011001.1008,10,09011001,PISO MARMOL,M2,EDIFICACION,true,MAESTRO
09011001.1009,10,09011001,PISO PIRLAN MARMOL,ML,EDIFICACION,true,MAESTRO
09011001.1010,10,09011001,PISO GUARDAESCOBA MARMOL,ML,EDIFICACION,true,MAESTRO
09011001.1011,10,09011001,PISO SALON INFANTIL,M2,EDIFICACION,true,MAESTRO
09011001.1012,10,09011001,PISO GIMNASIO,M2,EDIFICACION,true,MAESTRO
09011001.1013,10,09011001,PISO DECK,M2,EDIFICACION,true,MAESTRO
09012000,5,09000000,ALISTADO DE PISOS,,EDIFICACION,true,MAESTRO
09012002,8,09012000,EMPAPELADA DE PISOS,,EDIFICACION,true,MAESTRO
09012002.1001,10,09012002,PISO EMPAPELADA,M2,EDIFICACION,true,MAESTRO
